ticket_id,description,service_category,resolution_steps,resolution_summary,kb_article_id,resolution_template_id,root_cause,tags
INC3801232,"Hello Support, Cloud sync is stuck with errors and files won't upload/download. Started today. I'm in Delhi. This is impacting 'Web Frontend'. Error seen: 0xCAA20002. Ref. I already updated the app, cleared cache but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive/Sync client; Resolved file lock conflicts; Reauthenticated and forced sync; Verified version history restoration; Confirmed green check marks,Reset client and resolved conflicts; files syncing normally.,KB0000987,RES-TPL-002,Misconfiguration,kb-high-confidence
INC3800704,"Hello IT, VPN connection is blocked due to certificate issues. Started this morning. I'm in Mumbai. This is impacting 'Email'. Error seen: 0xCAA20002. Ref. I already restarted my laptop, updated the app but the issue persists. Please help.",Email/Outlook,Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Misconfiguration,kb-high-confidence
INC3800233,"Hi Team, Files are not syncing to OneDrive; sync stuck with errors. Started this afternoon. I'm in Hyderabad. This is impacting 'Remote Access'. Error seen: ERR_TIMEOUT. Ref. I already signed out and back in, cleared cache but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800618,"Hello Support, Disk almost full and alerts keep popping up. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Email'. Error seen: NDR 5.7.1.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Email/Outlook,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,nan
INC3800196,"Hi Team, My MFA codes/prompts are failing during sign‑in. Started post update. I'm in Delhi. This is impacting 'Business App - BluePortal'. Error seen: 0xCAA20002.. I already signed out and back in, cleared cache but the issue persists. Please help.",Identity & Access,Re-registered MFA device; Synced time on device; Cleared old registrations; Tested sign-in with backup method; Validated successful login,"Re-registered MFA, synced device time, and validated sign-in.",KB0000100,RES-TPL-008,Vendor Issue,sla-response-breach;kb-high-confidence
INC3801259,"Hello Support, Outlook freezes/crashes or search results are incomplete. Started after reboot. I'm in Hyderabad. This is impacting 'Identity'. Error seen: NDR 5.7.1.. I already restarted my laptop, updated the app but the issue persists. Please help.",Identity & Access,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Known Error,sla-response-breach
INC3800081,"Hello IT, Disk almost full and alerts keep popping up. Started during login. I'm in Hyderabad. This is impacting 'Printing'. Error seen: 0x80070005.. I already tried a different browser, restarted my laptop but the issue persists. Please help.",Printing,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,nan
INC3801404,"Hi Team, Getting errors and unable to proceed with my work. Started after reboot. I'm in Noida. This is impacting 'Web Frontend'. Error seen: NDR 5.7.1.. I already updated the app, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Vendor Issue,kb-high-confidence
INC3800597,"Hello Support, Emails to external domains are failing with nondelivery reports. Started this afternoon. I'm in Pune. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT.. I already tried a different browser, signed out and back in but the issue persists. Please help.",Email/Outlook,Reviewed NDR codes and message trace; Fixed transport rules causing rejection; Whitelisted recipient domain; Retriggered delivery and validated receipt; Monitored for recurrence,Reviewed NDRs and adjusted transport rules; deliveries succeeded.,KB0000987,RES-TPL-002,Vendor Issue,nan
INC3801156,"Hello IT, Getting errors and unable to proceed with my work. Started this afternoon. I'm in Hyderabad. This is impacting 'BluePortal'. Error seen: 0xCAA20002. Ref. I already cleared cache, switched networks but the issue persists. Please help.",Business App (BluePortal),Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Misconfiguration,nan
INC3800111,"Hello IT, Can't join Teams meetings—stuck on connecting/no video. Started post update. I'm in Delhi. This is impacting 'Container Platform'. Error seen: 0x80070005.. I already cleared cache, switched networks but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Misconfiguration,nan
INC3801276,"Hello Support, VPN keeps asking for credentials and then fails to connect. Started from home. I'm while working from home. This is impacting 'Web Frontend'. Error seen: NDR 5.7.1. Ref. I already switched networks, updated the app but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Misconfiguration,nan
INC3800780,"Hi Team, Meeting audio works but video won't start in Teams. Started this morning. I'm in Hyderabad. This is impacting 'Payments DB'. Error seen: 0x80070005.. I already tried a different browser, cleared cache but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800983,"Hi Team, App requests are timing out; database seems slow/overloaded. Started after password reset. I'm in Chennai. This is impacting 'Identity'. Error seen: ERR_TIMEOUT.. I already signed out and back in, cleared cache but the issue persists. Please help.",Identity & Access,Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Capacity Exhaustion,sla-response-breach
INC3800799,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started this morning. I'm in Bengaluru. This is impacting 'Container Platform'. Error seen: NDR 5.7.1.. I already tried a different browser, signed out and back in but the issue persists. Please help.",Printing,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,Misconfiguration,nan
INC3801265,"Hi Team, VPN keeps asking for credentials and then fails to connect. Started this morning. I'm in Bengaluru. This is impacting 'Container Platform'. Error seen: 0x80070005. Ref. I already cleared cache, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Vendor Issue,kb-high-confidence
INC3801150,"Hello IT, Portal shows old content or login loops until cache is cleared. Started from home. I'm while working from home. This is impacting 'Printing'. Error seen: TLS_HANDSHAKE_FAIL. Ref. I already updated the app, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3800824,"Hello Support, Something isn't working as expected and I'm blocked. Started after password reset. I'm in Delhi. This is impacting 'Business App - BluePortal'. Error seen: NDR 5.7.1.. I already restarted my laptop, signed out and back in but the issue persists. Please help.",Printing,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,User Error,nan
INC3800382,"Hi Service Desk, Something isn't working as expected and I'm blocked. Started this afternoon. I'm in Bengaluru. This is impacting 'Business App - BluePortal'. Error seen: 0x80070005.. I already updated the app, cleared cache but the issue persists. Please help.",Business App (BluePortal),Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,sla-response-breach
INC3800538,"Hi Team, VPN shows a certificate not trusted/SSL handshake error. Started post update. I'm in Hyderabad. This is impacting 'Email'. Error seen: ERR_TIMEOUT.. I already switched networks, updated the app but the issue persists. Please help.",Email/Outlook,Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3801493,"Hi Team, I'm unable to connect to the VPN—authentication keeps failing. Started from home. I'm while working from home. This is impacting 'Container Platform'. Error seen: 0x80070005.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,User Error,kb-high-confidence
INC3801112,"Hi Team, Getting errors and unable to proceed with my work. Started during login. I'm in Delhi. This is impacting 'Remote Access'. Error seen: 0xCAA20002.. I already cleared cache, switched networks but the issue persists. Please help.",Remote Access (VPN),Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,nan
INC3800324,"Hi Team, Background process is hogging CPU; system slows down. Started today. I'm in Mumbai. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT.. I already cleared cache, restarted my laptop but the issue persists. Please help.",Database/App Backend,Right-sized resource limits; Scaled node pool and drained hot nodes; Tuned noisy processes and background jobs; Validated stability over 60 minutes; Documented changes in runbook,Right-sized resources and tuned background tasks; usage stabilized.,KB0001411,RES-TPL-004,Software Bug,kb-high-confidence
INC3800361,"Hi Team, VPN keeps asking for credentials and then fails to connect. Started this morning. I'm in Chennai. This is impacting 'Business App - BluePortal'. Error seen: ERR_TIMEOUT.. I already restarted my laptop, switched networks but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Vendor Issue,nan
INC3801487,"Hello Support, I'm getting constant low disk space warnings; logs seem to be growing. Started after reboot. I'm in Bengaluru. This is impacting 'Identity'. Error seen: ERR_TIMEOUT.. I already cleared cache, signed out and back in but the issue persists. Please help.",Identity & Access,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Capacity Exhaustion,kb-high-confidence
INC3801029,"Hello IT, I'm unable to connect to the VPN—authentication keeps failing. Started post update. I'm in Bengaluru. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, updated the app but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Misconfiguration,nan
INC3800707,"Hi Team, Outlook freezes/crashes or search results are incomplete. Started this afternoon. I'm in Pune. This is impacting 'Business App - BluePortal'. Error seen: TLS_HANDSHAKE_FAIL. Ref. I already cleared cache, restarted my laptop but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Misconfiguration,nan
INC3800332,"Hello IT, Access denied even though I'm in the right group. Started post update. I'm in Noida. This is impacting 'Printing'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, tried a different browser but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,Misconfiguration,auto-resolution-candidate
INC3800429,"Hello IT, OneDrive shows sync paused/conflicts and won't upload. Started from home. I'm while working from home. This is impacting 'Web Frontend'. Error seen: NDR 5.7.1.. I already switched networks, signed out and back in but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Misconfiguration,nan
INC3801242,"Hello Support, Outlook won't load my inbox; keeps hanging. Started post update. I'm in Pune. This is impacting 'WAN'. Error seen: 0xCAA20002.. I already switched networks, restarted my laptop but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Known Error,nan
INC3800425,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started from home. I'm while working from home. This is impacting 'WAN'. Error seen: 0x80070005.. I already signed out and back in, cleared cache but the issue persists. Please help.",Network/WAN,"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,sla-response-breach;auto-resolution-candidate
INC3800628,"Hello Support, Permission error on SharePoint document library. Started after password reset. I'm in Chennai. This is impacting 'Printing'. Error seen: AUTH_FAIL.. I already restarted my laptop, tried a different browser but the issue persists. Please help.",Identity & Access,Reviewed site permissions; Updated group membership; Synced directory; Cleared cache; Validated access,Adjusted permissions and synced directory; user can access site.,KB0000100,RES-TPL-008,User Error,sla-response-breach;auto-resolution-candidate
INC3801111,"Hello Support, I'm unable to connect to the VPN—authentication keeps failing. Started during login. I'm in Chennai. This is impacting 'Identity'. Error seen: 0x80070005.. I already restarted my laptop, updated the app but the issue persists. Please help.",Identity & Access,Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Misconfiguration,kb-high-confidence
INC3800677,"Hi Team, Buttons/forms don't work in this browser but work in another. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Business App - BluePortal'. Error seen: 0x80070005.. I already signed out and back in, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3800693,"Hello IT, Getting an untrusted certificate warning when connecting to VPN. Started this morning. I'm in Bengaluru. This is impacting 'Printing'. Error seen: 0xCAA20002. Ref. I already updated the app, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Certificate Expired,nan
INC3800757,"Hello Support, I'm facing an issue with the application and need help to resolve it. Started from home. I'm while working from home. This is impacting 'BluePortal'. Error seen: 0x80070005. Ref. I already restarted my laptop, cleared cache but the issue persists. Please help.",Printing,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,Misconfiguration,nan
INC3800254,"Hello Support, I'm facing an issue with the application and need help to resolve it. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Web Frontend'. Error seen: NDR 5.7.1.. I already tried a different browser, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,Misconfiguration,kb-high-confidence
INC3801094,"Hi Team, Permission error when opening a resource I used previously. Started post update. I'm in Pune. This is impacting 'Email'. Error seen: NDR 5.7.1.. I already restarted my laptop, signed out and back in but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,Misconfiguration,auto-resolution-candidate
INC3800916,"Hello Support, Buttons/forms don't work in this browser but work in another. Started this afternoon. I'm in Delhi. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT. Ref. I already restarted my laptop, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3801185,"Hi Service Desk, TLS chain not trusted; browser blocks the site. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Payments DB'. Error seen: ERR_TIMEOUT.. I already updated the app, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3800668,"Hello IT, Permission error when opening a resource I used previously. Started after password reset. I'm in Bengaluru. This is impacting 'Web Frontend'. Error seen: AUTH_FAIL.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3800841,"Hello Support, High CPU usage during normal work; need tuning. Started today. I'm in Chennai. This is impacting 'Payments DB'. Error seen: 0xCAA20002. Ref. I already restarted my laptop, updated the app but the issue persists. Please help.",Database/App Backend,Right-sized resource limits; Scaled node pool and drained hot nodes; Tuned noisy processes and background jobs; Validated stability over 60 minutes; Documented changes in runbook,Right-sized resources and tuned background tasks; usage stabilized.,KB0001411,RES-TPL-004,Software Bug,sla-response-breach
INC3800806,"Hello Support, Portal shows old content or login loops until cache is cleared. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Business App - BluePortal'. Error seen: ERR_TIMEOUT.. I already updated the app, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3801456,"Hello IT, Teams join link opens but the app never connects to the meeting. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'BluePortal'. Error seen: 0xCAA20002.. I already cleared cache, updated the app but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Misconfiguration,sla-response-breach
INC3800086,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started this morning. I'm in Hyderabad. This is impacting 'Business App - BluePortal'. Error seen: ERR_TIMEOUT.. I already updated the app, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Network Flap,nan
INC3801421,"Hello IT, OneDrive shows sync paused/conflicts and won't upload. Started after reboot. I'm in Delhi. This is impacting 'Web Frontend'. Error seen: AUTH_FAIL.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800265,"Hi Service Desk, DB operations hang and the app becomes unusable. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'BluePortal'. Error seen: ERR_TIMEOUT.. I already updated the app, switched networks but the issue persists. Please help.",Database/App Backend,Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Capacity Exhaustion,nan
INC3800287,"Hello Support, Getting errors and unable to proceed with my work. Started from home. I'm while working from home. This is impacting 'BluePortal'. Error seen: NDR 5.7.1.. I already updated the app, cleared cache but the issue persists. Please help.",Network/WAN,Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Network Flap,nan
INC3801483,"Hi Team, I can't access/edit files in SharePoint—keeps saying access denied. Started this morning. I'm in Chennai. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT. Ref. I already restarted my laptop, signed out and back in but the issue persists. Please help.",Identity & Access,Reviewed site permissions; Updated group membership; Synced directory; Cleared cache; Validated access,Adjusted permissions and synced directory; user can access site.,KB0000100,RES-TPL-008,Misconfiguration,sla-response-breach;auto-resolution-candidate
INC3800892,"Hi Team, Browser warns that the site's certificate is expired/untrusted. Started this afternoon. I'm in Noida. This is impacting 'Email'. Error seen: ERR_TIMEOUT.. I already switched networks, cleared cache but the issue persists. Please help.",Email/Outlook,Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3801495,"Hi Service Desk, I'm unable to connect to the VPN—authentication keeps failing. Started after password reset. I'm in Chennai. This is impacting 'Web Frontend'. Error seen: TLS_HANDSHAKE_FAIL. Ref. I already restarted my laptop, cleared cache but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,User Error,nan
INC3800978,"Hi Service Desk, Getting errors and unable to proceed with my work. Started after password reset. I'm in Mumbai. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT.. I already updated the app, restarted my laptop but the issue persists. Please help.",App/Platform,Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,nan
INC3800534,"Hi Service Desk, The app keeps crashing/freezing when I try to use it. Started after reboot. I'm in Hyderabad. This is impacting 'Remote Access'. Error seen: 0x80070005.. I already cleared cache, switched networks but the issue persists. Please help.",Remote Access (VPN),Captured crash logs and minidump; Rolled back problematic plugin; Increased memory limit and retry; Validated stability with soak test; Published fix notes,Rolled back faulty plugin and applied hotfix; app stable.,KB0001411,RES-TPL-004,Software Bug,nan
INC3801000,"Hi Team, I'm facing an issue with the application and need help to resolve it. Started post update. I'm in Bengaluru. This is impacting 'Web Frontend'. Error seen: TLS_HANDSHAKE_FAIL.. I already tried a different browser, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Vendor Issue,kb-high-confidence
INC3800221,"Hi Service Desk, Profile changes don't show up unless I hard‑refresh/clear cache. Started today. I'm in Noida. This is impacting 'BluePortal'. Error seen: NDR 5.7.1.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3800113,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started after password reset. I'm in Hyderabad. This is impacting 'Remote Access'. Error seen: 0x80070005.. I already cleared cache, restarted my laptop but the issue persists. Please help.",Remote Access (VPN),"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3800672,"Hi Team, Getting errors and unable to proceed with my work. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'BluePortal'. Error seen: AUTH_FAIL.. I already switched networks, restarted my laptop but the issue persists. Please help.",Network/WAN,Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Network Flap,nan
INC3800583,"Hello IT, Getting an untrusted certificate warning when connecting to VPN. Started after password reset. I'm in Delhi. This is impacting 'Email'. Error seen: NDR 5.7.1.. I already tried a different browser, updated the app but the issue persists. Please help.",Email/Outlook,Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Certificate Expired,nan
INC3800174,"Hello IT, Buttons/forms don't work in this browser but work in another. Started after reboot. I'm in Bengaluru. This is impacting 'Printing'. Error seen: 0xCAA20002.. I already switched networks, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3800535,"Hi Team, Internal app shows blank page/503 intermittently. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Web Frontend'. Error seen: AUTH_FAIL.. I already updated the app, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Vendor Issue,kb-high-confidence
